30.0000E+0	254.7240E-9																																																																																																																																																																																																																																																											
29.5000E+0	235.5152E-9																																																																																																																																																																																																																																																											
29.0000E+0	223.1588E-9																																																																																																																																																																																																																																																											
28.5000E+0	214.7209E-9																																																																																																																																																																																																																																																											
28.0000E+0	205.0553E-9																																																																																																																																																																																																																																																											
27.5000E+0	190.3680E-9																																																																																																																																																																																																																																																											
27.0000E+0	178.7278E-9																																																																																																																																																																																																																																																											
26.5000E+0	168.5614E-9																																																																																																																																																																																																																																																											
26.0000E+0	157.4086E-9																																																																																																																																																																																																																																																											
25.5000E+0	146.3549E-9																																																																																																																																																																																																																																																											
25.0000E+0	135.5952E-9																																																																																																																																																																																																																																																											
24.5000E+0	124.9183E-9																																																																																																																																																																																																																																																											
24.0000E+0	114.2027E-9																																																																																																																																																																																																																																																											
23.5000E+0	103.8545E-9																																																																																																																																																																																																																																																											
23.0000E+0	94.2629E-9																																																																																																																																																																																																																																																											
22.5000E+0	86.2355E-9																																																																																																																																																																																																																																																											
22.0000E+0	76.7564E-9																																																																																																																																																																																																																																																											
21.5000E+0	68.1973E-9																																																																																																																																																																																																																																																											
21.0000E+0	60.3491E-9																																																																																																																																																																																																																																																											
20.5000E+0	53.0176E-9																																																																																																																																																																																																																																																											
20.0000E+0	46.8724E-9																																																																																																																																																																																																																																																											
19.5000E+0	40.9503E-9																																																																																																																																																																																																																																																											
19.0000E+0	36.7624E-9																																																																																																																																																																																																																																																											
18.5000E+0	31.4782E-9																																																																																																																																																																																																																																																											
18.0000E+0	27.0326E-9																																																																																																																																																																																																																																																											
17.5000E+0	23.0252E-9																																																																																																																																																																																																																																																											
17.0000E+0	19.8212E-9																																																																																																																																																																																																																																																											
16.5000E+0	16.7562E-9																																																																																																																																																																																																																																																											
16.0000E+0	14.2224E-9																																																																																																																																																																																																																																																											
15.5000E+0	11.7268E-9																																																																																																																																																																																																																																																											
15.0000E+0	9.5245E-9																																																																																																																																																																																																																																																											
14.5000E+0	7.6990E-9																																																																																																																																																																																																																																																											
14.0000E+0	6.3624E-9																																																																																																																																																																																																																																																											
13.5000E+0	5.1129E-9																																																																																																																																																																																																																																																											
13.0000E+0	4.0781E-9																																																																																																																																																																																																																																																											
12.5000E+0	3.2692E-9																																																																																																																																																																																																																																																											
12.0000E+0	2.5246E-9																																																																																																																																																																																																																																																											
11.5000E+0	1.9800E-9																																																																																																																																																																																																																																																											
11.0000E+0	1.5635E-9																																																																																																																																																																																																																																																											
10.5000E+0	1.2523E-9																																																																																																																																																																																																																																																											
10.0000E+0	1.0156E-9																																																																																																																																																																																																																																																											
9.5000E+0	830.4639E-12																																																																																																																																																																																																																																																											
